id,attr_time,attr_x,attr_y,attr_z
1,1436542100021,4.774,-27.978,20.849
2,1436542100040,4.774,-27.978,20.849
3,1436542100059,4.774,-27.978,20.849
4,1436542100077,4.774,-27.978,20.849
5,1436542100096,4.774,-27.978,20.849
6,1436542100118,4.774,-27.978,20.849
7,1436542100136,4.774,-27.978,20.849
8,1436542100159,4.774,-27.978,20.849
9,1436542100176,4.774,-27.978,20.849
10,1436542100197,4.774,-27.978,20.849
11,1436542100218,4.774,-27.978,20.849
12,1436542100236,4.774,-27.978,20.849
13,1436542100257,4.774,-27.978,20.849
14,1436542100282,4.774,-27.978,20.849
15,1436542100300,4.774,-27.978,20.849
16,1436542100320,4.774,-27.978,20.849
17,1436542100339,4.774,-27.978,20.849
18,1436542100359,4.774,-27.978,20.849
19,1436542100379,4.774,-27.978,20.849
20,1436542100400,4.774,-27.978,20.849
21,1436542100420,4.774,-27.978,20.849
22,1436542100441,4.774,-27.978,20.849
23,1436542100461,4.774,-27.978,20.849
24,1436542100478,4.774,-27.978,20.849
25,1436542100500,4.774,-27.978,20.849
26,1436542100519,4.774,-27.978,20.849
27,1436542100540,4.774,-27.978,20.849
28,1436542100559,4.774,-27.978,20.849
29,1436542100580,4.774,-27.978,20.849
30,1436542100600,4.774,-27.978,20.849
31,1436542100620,4.774,-27.978,20.849
32,1436542100642,4.774,-27.978,20.849
33,1436542100657,4.774,-27.978,20.849
34,1436542100680,4.774,-27.978,20.849
35,1436542100700,4.774,-27.978,20.849
36,1436542100719,4.774,-27.978,20.849
37,1436542100742,4.774,-27.978,20.849
38,1436542100845,4.774,-27.978,20.849
39,1436542100846,4.774,-27.978,20.849
40,1436542100847,4.774,-27.978,20.849
41,1436542100848,4.774,-27.978,20.849
42,1436542100849,4.774,-27.978,20.849
43,1436542100870,4.774,-27.978,20.849
44,1436542100880,4.774,-27.978,20.849
45,1436542100898,4.774,-27.978,20.849
46,1436542100918,4.774,-27.978,20.849
47,1436542100944,4.774,-27.978,20.849
48,1436542100960,4.774,-27.978,20.849
49,1436542100980,4.774,-27.978,20.849
50,1436542101000,4.774,-27.978,20.849
51,1436542101022,4.774,-27.978,20.849
52,1436542101040,4.774,-27.978,20.849
53,1436542101089,4.774,-27.978,20.849
54,1436542101090,4.774,-27.978,20.849
55,1436542101098,4.774,-27.978,20.849
56,1436542101121,4.774,-27.978,20.849
57,1436542101138,4.774,-27.978,20.849
58,1436542101158,4.774,-27.978,20.849
59,1436542101178,4.774,-27.978,20.849
60,1436542101198,4.774,-27.978,20.849
61,1436542101218,4.774,-27.978,20.849
62,1436542101257,4.774,-27.978,20.849
63,1436542101260,4.774,-27.978,20.849
64,1436542101278,4.774,-27.978,20.849
65,1436542101297,4.774,-27.978,20.849
66,1436542101317,4.774,-27.978,20.849
67,1436542101337,4.774,-27.978,20.849
68,1436542101357,4.774,-27.978,20.849
69,1436542101377,4.774,-27.978,20.849
70,1436542101399,4.774,-27.978,20.849
71,1436542101419,4.774,-27.978,20.849
72,1436542101440,4.774,-27.978,20.849
73,1436542101460,4.774,-27.978,20.849
74,1436542101481,4.774,-27.978,20.849
75,1436542101501,4.774,-27.978,20.849
76,1436542101525,4.774,-27.978,20.849
77,1436542101538,4.774,-27.978,20.849
78,1436542101560,4.774,-27.978,20.849
79,1436542101578,4.774,-27.978,20.849
80,1436542101599,4.774,-27.978,20.849
81,1436542101619,4.774,-27.978,20.849
82,1436542101639,4.774,-27.978,20.849
83,1436542101659,4.774,-27.978,20.849
84,1436542101682,4.774,-27.978,20.849
85,1436542101702,4.774,-27.978,20.849
86,1436542101722,4.774,-27.978,20.849
87,1436542101738,4.774,-27.978,20.849
88,1436542101759,4.774,-27.978,20.849
89,1436542101780,4.774,-27.978,20.849
90,1436542101799,4.774,-27.978,20.849
91,1436542101820,4.774,-27.978,20.849
92,1436542101843,4.774,-27.978,20.849
93,1436542101860,4.774,-27.978,20.849
94,1436542101878,4.774,-27.978,20.849
95,1436542101902,4.774,-27.978,20.849
96,1436542101918,4.774,-27.978,20.849
97,1436542101939,4.774,-27.978,20.849
98,1436542101960,4.774,-27.978,20.849
99,1436542101984,4.774,-27.978,20.849
100,1436542102004,4.774,-27.978,20.849
101,1436542102020,4.774,-27.978,20.849
102,1436542102038,4.774,-27.978,20.849
103,1436542102060,4.774,-27.978,20.849
104,1436542102080,4.774,-27.978,20.849
105,1436542102101,4.774,-27.978,20.849
106,1436542102120,4.774,-27.978,20.849
107,1436542102140,4.774,-27.978,20.849
108,1436542102170,4.774,-27.978,20.849
109,1436542102187,4.774,-27.978,20.849
110,1436542102201,4.774,-27.978,20.849
111,1436542102220,4.774,-27.978,20.849
112,1436542102238,4.774,-27.978,20.849
113,1436542102258,4.774,-27.978,20.849
114,1436542102283,4.774,-27.978,20.849
115,1436542102305,4.774,-27.978,20.849
116,1436542102320,4.774,-27.978,20.849
117,1436542102342,4.774,-27.978,20.849
118,1436542102362,4.774,-27.978,20.849
119,1436542102379,4.774,-27.978,20.849
120,1436542102403,4.774,-27.978,20.849
121,1436542102422,4.774,-27.978,20.849
122,1436542102443,4.774,-27.978,20.849
123,1436542102463,4.774,-27.978,20.849
124,1436542102485,4.774,-27.978,20.849
125,1436542102503,4.774,-27.978,20.849
126,1436542102523,4.774,-27.978,20.849
127,1436542102543,4.774,-27.978,20.849
128,1436542102559,4.774,-27.978,20.849
129,1436542102583,4.774,-27.978,20.849
130,1436542102603,4.774,-27.978,20.849
131,1436542102622,4.774,-27.978,20.849
132,1436542102642,4.774,-27.978,20.849
133,1436542102663,4.774,-27.978,20.849
134,1436542102683,4.774,-27.978,20.849
135,1436542102703,4.774,-27.978,20.849
136,1436542102723,4.774,-27.978,20.849
137,1436542102743,4.774,-27.978,20.849
138,1436542102765,4.774,-27.978,20.849
139,1436542102787,4.774,-27.978,20.849
140,1436542102901,4.774,-27.978,20.849
141,1436542102902,4.774,-27.978,20.849
142,1436542102903,4.774,-27.978,21.15
143,1436542102904,4.774,-27.978,21.15
144,1436542102905,4.774,-27.978,21.15
145,1436542102906,4.774,-27.978,21.15
146,1436542102920,4.774,-27.978,21.15
147,1436542102940,4.774,-27.978,21.15
148,1436542102961,4.774,-27.978,21.15
149,1436542102984,4.774,-27.978,21.15
150,1436542103001,4.774,-27.978,21.15
151,1436542103021,4.774,-27.978,21.15
152,1436542103045,4.774,-27.978,21.15
153,1436542103060,4.774,-27.978,21.15
154,1436542103080,4.774,-27.978,21.15
155,1436542103100,4.774,-27.978,21.479
156,1436542103123,4.774,-27.978,21.479
157,1436542103143,4.774,-27.978,21.479
158,1436542103163,4.774,-27.978,21.479
159,1436542103184,4.47,-27.978,21.479
160,1436542103204,4.47,-28.297,21.479
161,1436542103223,4.47,-28.297,21.479
162,1436542103243,4.47,-28.297,21.479
163,1436542103264,4.47,-28.297,21.479
164,1436542103282,4.47,-28.297,21.479
165,1436542103303,4.47,-28.297,21.479
166,1436542103325,4.47,-28.297,21.479
167,1436542103345,4.47,-28.297,21.479
168,1436542103365,4.47,-28.297,21.479
169,1436542103384,4.47,-28.297,21.479
170,1436542103401,4.47,-28.297,21.479
171,1436542103421,4.47,-28.297,21.479
172,1436542103441,4.47,-28.297,21.479
173,1436542103465,4.47,-28.297,21.479
174,1436542103489,4.47,-28.297,21.479
175,1436542103506,4.47,-28.297,21.479
176,1436542103522,4.47,-28.297,21.479
177,1436542103547,4.47,-28.297,21.479
178,1436542103614,4.47,-28.297,21.479
179,1436542103615,4.47,-28.297,21.479
180,1436542103616,4.47,-28.297,21.479
181,1436542103625,4.47,-28.297,21.479
182,1436542103642,4.47,-28.297,21.479
183,1436542103663,4.47,-28.297,21.479
184,1436542103680,4.47,-28.297,21.479
185,1436542103701,4.47,-28.297,21.479
186,1436542103722,4.47,-28.297,21.479
187,1436542103745,4.47,-28.297,21.479
188,1436542103766,4.47,-28.297,21.479
189,1436542103783,4.47,-28.297,21.479
190,1436542103806,4.47,-28.297,21.479
191,1436542103822,4.47,-28.297,21.479
192,1436542103842,4.47,-28.297,21.479
193,1436542103862,4.47,-28.297,21.479
194,1436542103882,4.47,-28.297,21.479
195,1436542103902,4.47,-28.297,21.479
196,1436542103985,4.47,-28.297,21.479
197,1436542103986,4.47,-28.297,21.479
198,1436542103987,4.47,-28.297,21.479
199,1436542103988,4.47,-28.297,21.139
200,1436542104001,4.47,-28.297,21.139
201,1436542104024,4.47,-28.297,21.139
202,1436542104043,4.47,-28.297,21.139
203,1436542104063,4.47,-28.297,21.139
204,1436542104081,4.47,-28.297,21.139
205,1436542104101,4.47,-28.297,21.139
206,1436542104122,4.47,-28.297,21.139
207,1436542104141,4.47,-28.297,21.139
208,1436542104164,4.47,-28.297,21.139
209,1436542104184,4.47,-28.297,21.139
210,1436542104204,4.47,-28.297,21.139
211,1436542104222,4.47,-28.297,21.139
212,1436542104242,4.47,-28.297,21.139
213,1436542104261,4.47,-28.297,21.139
214,1436542104281,4.47,-28.297,21.139
215,1436542104314,4.47,-28.297,21.139
216,1436542104320,4.47,-28.297,21.139
217,1436542104340,4.47,-28.297,21.139
218,1436542104360,4.47,-28.297,21.139
219,1436542104380,4.47,-27.984,21.139
220,1436542104400,4.47,-27.984,21.139
221,1436542104430,4.47,-27.984,21.139
222,1436542104440,4.47,-27.984,21.139
223,1436542104460,4.47,-27.984,21.139
224,1436542104480,4.47,-27.984,21.139
225,1436542104500,4.47,-27.984,21.139
226,1436542104520,4.47,-27.984,21.139
227,1436542104540,4.47,-27.984,21.139
228,1436542104560,4.47,-27.984,21.139
229,1436542104580,4.47,-27.984,21.139
230,1436542104600,4.47,-27.984,21.139
231,1436542104620,4.47,-27.984,21.139
232,1436542104640,4.47,-27.984,21.139
233,1436542104660,4.47,-28.297,21.139
234,1436542104680,4.087,-28.297,21.139
235,1436542104700,4.087,-28.297,20.803
236,1436542104721,3.259,-28.297,20.803
237,1436542104741,1.652,-28.695,20.803
238,1436542104761,0.221,-28.695,20.423
239,1436542104784,-0.984,-29.013,20.423
240,1436542104801,-1.963,-29.013,19.773
241,1436542104824,-2.96,-29.348,19.773
242,1436542104841,-3.71,-29.348,19.117
243,1436542104861,-4.493,-29.66,19.117
244,1436542104882,-5.181,-29.66,18.627
245,1436542104903,-5.181,-29.66,18.627
246,1436542104924,-4.862,-30.027,18.627
247,1436542104956,-4.071,-30.027,18.627
248,1436542104972,-3.184,-30.027,18.627
249,1436542104982,-1.963,-30.027,18.627
250,1436542105002,-0.883,-30.027,18.627
251,1436542105023,0.48,-30.027,18.627
252,1436542105041,2.221,-30.027,18.627
253,1436542105064,4.029,-30.027,19.108
254,1436542105085,5.938,-30.027,19.644
255,1436542105102,8.483,-28.875,19.644
256,1436542105138,10.165,-27.944,19.961
257,1436542105141,11.816,-26.844,19.961
258,1436542105162,13.255,-25.608,20.315
259,1436542105181,14.439,-24.926,20.315
260,1436542105204,15.615,-23.963,20.315
261,1436542105222,16.856,-23.287,20.315
262,1436542105246,16.856,-23.287,20.315
263,1436542105262,17.219,-22.938,20.315
264,1436542105284,17.219,-22.938,20.315
265,1436542105306,17.219,-23.327,20.315
266,1436542105323,16.328,-23.742,20.315
267,1436542105345,14.961,-23.742,20.639
268,1436542105368,14.205,-23.742,20.639
269,1436542105388,13.726,-24.102,20.639
270,1436542105407,13.047,-24.562,20.639
271,1436542105424,12.458,-24.562,20.639
272,1436542105443,11.997,-24.562,20.639
273,1436542105465,11.485,-24.179,20.639
274,1436542105483,11.485,-24.179,20.639
275,1436542105503,10.62,-23.861,20.639
276,1436542105528,10.113,-23.861,20.639
277,1436542105548,9.426,-23.861,20.639
278,1436542105564,8.634,-23.861,20.941
279,1436542105587,8.294,-23.861,20.941
280,1436542105657,7.723,-23.861,20.941
281,1436542105658,6.748,-24.206,21.247
282,1436542105659,6.3,-24.206,21.247
283,1436542105667,6.3,-24.531,21.612
284,1436542105683,5.474,-24.531,21.612
285,1436542105706,5.474,-24.859,21.612
286,1436542105722,4.647,-24.859,22.071
287,1436542105743,4.251,-24.859,22.071
288,1436542105768,3.865,-25.282,22.441
289,1436542105784,3.466,-25.282,22.441
290,1436542105804,3.089,-25.282,22.441
291,1436542105824,3.089,-25.611,22.782
292,1436542105843,2.276,-25.611,22.782
293,1436542105866,1.721,-25.611,22.782
294,1436542105886,1.087,-25.611,23.086
295,1436542105906,0.581,-25.935,23.086
296,1436542105926,-0.186,-25.935,23.086
297,1436542105946,-1.153,-25.935,23.086
298,1436542105966,-2.542,-25.935,23.086
299,1436542105986,-3.706,-26.321,23.086
300,1436542106006,-5.241,-26.321,23.086
301,1436542106026,-7.211,-26.321,23.086
302,1436542106045,-9.59,-26.321,22.779
303,1436542106064,-12.185,-26.652,22.779
304,1436542106086,-15.065,-26.652,20.75
305,1436542106106,-17.224,-26.652,19.406
306,1436542106126,-18.878,-26.652,18.409
307,1436542106143,-20.143,-26.652,17.536
308,1436542106166,-20.556,-26.652,17.536
309,1436542106186,-20.556,-26.26,18.257
310,1436542106206,-19.992,-26.26,18.73
311,1436542106225,-19.552,-25.839,18.73
312,1436542106244,-18.223,-25.839,18.73
313,1436542106264,-16.51,-25.839,18.73
314,1436542106285,-14.192,-25.839,19.323
315,1436542106304,-11.444,-26.184,19.323
316,1436542106384,-8.897,-26.184,19.323
317,1436542106385,-5.987,-26.965,19.323
318,1436542106386,-2.919,-26.965,19.323
319,1436542106387,0.469,-26.965,19.667
320,1436542106404,3.933,-26.965,19.993
321,1436542106425,8.711,-26.348,19.464
322,1436542106443,12.629,-25.584,19.464
323,1436542106472,15.924,-24.725,19.029
324,1436542106483,18.823,-23.428,19.029
325,1436542106503,19.419,-22.145,19.029
326,1436542106528,18.675,-21.806,19.57
327,1436542106544,17.973,-22.204,19.57
328,1436542106566,16.918,-23.109,19.57
329,1436542106584,15.995,-23.753,19.57
330,1436542106607,15.113,-23.753,19.57
331,1436542106627,14.791,-24.252,19.57
332,1436542106646,14.791,-24.786,19.57
333,1436542106665,13.67,-24.786,19.914
334,1436542106687,12.489,-24.786,19.914
335,1436542106707,11.72,-24.786,19.914
336,1436542106727,11.148,-25.126,19.914
337,1436542106745,10.418,-25.126,19.914
338,1436542106765,10.418,-25.126,19.914
339,1436542106787,9.382,-25.126,19.914
340,1436542106806,9.072,-25.126,19.914
341,1436542106827,8.517,-25.126,19.914
342,1436542106847,7.853,-25.126,19.914
343,1436542106865,7.482,-25.126,19.914
344,1436542106886,6.596,-25.126,19.914
345,1436542106906,5.895,-25.585,20.306
346,1436542106926,5.313,-25.585,20.306
347,1436542106947,4.724,-25.585,20.306
348,1436542106967,4.238,-25.585,20.306
349,1436542106984,3.553,-25.585,20.849
350,1436542107006,2.847,-25.585,20.849
351,1436542107032,1.962,-25.981,20.849
352,1436542107106,0.912,-25.981,20.849
353,1436542107107,-0.068,-25.981,21.244
354,1436542107108,-1.53,-26.327,21.244
355,1436542107109,-2.671,-26.327,21.244
356,1436542107124,-3.999,-26.327,21.626
357,1436542107150,-5.708,-26.327,21.626
358,1436542107172,-7.74,-26.702,21.626
359,1436542107184,-10.362,-26.702,21.626
360,1436542107214,-13.722,-26.702,21.626
361,1436542107224,-17.086,-26.702,20.687
362,1436542107245,-19.229,-26.702,18.659
363,1436542107272,-21.218,-26.702,17.991
364,1436542107285,-21.952,-26.702,17.231
365,1436542107305,-21.952,-25.82,17.755
366,1436542107327,-21.635,-24.481,18.751
367,1436542107347,-20.684,-24.481,18.751
368,1436542107367,-19.758,-24.481,18.388
369,1436542107385,-18.748,-25.097,18.043
370,1436542107407,-16.946,-25.755,18.043
371,1436542107427,-14.648,-26.361,18.043
372,1436542107447,-11.782,-27.026,18.823
373,1436542107467,-8.457,-27.464,18.823
374,1436542107485,-4.946,-28.257,18.823
375,1436542107513,-1.049,-28.257,18.823
376,1436542107524,2.568,-28.257,18.823
377,1436542107545,6.57,-27.278,18.823
378,1436542107571,10.766,-26.063,18.49
379,1436542107585,14.286,-24.79,18.49
380,1436542107608,17.375,-23.832,18.49
381,1436542107624,19.584,-21.997,18.49
382,1436542107645,19.584,-21.165,18.966
383,1436542107665,18.389,-21.493,18.966
384,1436542107691,17.964,-22.29,18.966
385,1436542107705,17.024,-23.136,18.966
386,1436542107725,16.499,-23.745,18.966
387,1436542107746,15.713,-23.745,19.351
388,1436542107769,15.713,-24.603,19.351
389,1436542107837,14.657,-25.143,19.351
390,1436542107838,12.496,-25.143,19.651
391,1436542107839,11.499,-25.65,19.651
392,1436542107848,10.942,-25.65,19.651
393,1436542107866,10.002,-25.65,19.651
394,1436542107887,9.403,-26.127,20.068
395,1436542107904,8.782,-26.127,20.068
396,1436542107925,8.445,-26.127,20.068
397,1436542107945,7.823,-26.127,20.381
398,1436542107967,7.006,-26.127,20.381
399,1436542107985,6.523,-26.127,20.381
400,1436542108008,5.796,-26.127,20.809
401,1436542108025,5.101,-26.127,20.809
402,1436542108046,4.515,-26.127,20.809
403,1436542108068,4.515,-26.127,21.142
404,1436542108086,3.625,-26.127,21.142
405,1436542108108,2.938,-26.127,21.514
406,1436542108128,1.876,-26.127,21.514
407,1436542108146,0.909,-26.127,21.83
408,1436542108166,-0.329,-26.556,21.83
409,1436542108185,-1.48,-26.556,21.83
410,1436542108205,-3.065,-26.556,21.83
411,1436542108225,-4.803,-26.873,22.192
412,1436542108245,-7.203,-26.873,22.192
413,1436542108265,-9.753,-26.873,22.192
414,1436542108285,-12.921,-26.873,22.192
415,1436542108306,-16.39,-26.873,21.867
416,1436542108328,-18.843,-26.873,19.729
417,1436542108346,-20.84,-26.873,18.98
418,1436542108368,-22.242,-26.873,18.588
419,1436542108385,-22.242,-26.873,18.588
420,1436542108405,-22.242,-25.921,19.718
421,1436542108426,-21.405,-25.508,19.718
422,1436542108446,-20.898,-25.949,19.718
423,1436542108468,-19.807,-26.423,18.98
424,1436542108539,-18.295,-26.983,18.98
425,1436542108540,-15.824,-28.059,18.98
426,1436542108541,-12.399,-29.859,19.39
427,1436542108552,-9.292,-31.742,19.39
428,1436542108566,-5.007,-33.049,19.076
429,1436542108588,-0.654,-33.801,19.076
430,1436542108606,4.045,-33.801,19.445
431,1436542108626,9.683,-32.809,18.891
432,1436542108649,14.909,-31.401,18.891
433,1436542108669,20.542,-29.606,18.891
434,1436542108691,24.777,-27.212,18.588
435,1436542108706,26.695,-25.338,18.588
436,1436542108725,26.301,-24.557,18.588
437,1436542108747,24.888,-25.605,18.908
438,1436542108769,23.858,-26.652,18.908
439,1436542108787,23.01,-27.676,18.908
440,1436542108809,22.409,-28.37,19.232
441,1436542108829,21.714,-30.058,19.232
442,1436542108848,20.944,-31.205,19.232
443,1436542108869,19.248,-31.562,19.232
444,1436542108889,17.646,-32.159,19.232
445,1436542108908,16.564,-32.159,19.232
446,1436542108931,15.483,-32.542,19.232
447,1436542108950,15.483,-32.894,19.232
448,1436542108970,14.697,-32.894,19.232
449,1436542108991,13.717,-32.894,19.232
450,1436542109011,13.717,-32.894,19.232
451,1436542109028,13.211,-33.265,19.232
452,1436542109046,12.226,-33.265,19.232
453,1436542109065,12.226,-33.265,19.232
454,1436542109086,11.251,-33.647,19.232
455,1436542109112,10.557,-33.647,19.232
456,1436542109131,9.971,-34.082,19.232
457,1436542109151,9.471,-34.082,19.232
458,1436542109168,8.618,-34.082,19.232
459,1436542109189,7.63,-34.082,19.232
460,1436542109242,6.126,-33.729,19.232
461,1436542109246,5.044,-33.729,19.587
462,1436542109258,3.964,-33.729,19.587
463,1436542109267,2.684,-34.208,19.587
464,1436542109286,1.049,-34.208,19.938
465,1436542109310,-0.798,-34.619,19.938
466,1436542109348,-2.549,-34.619,19.938
467,1436542109349,-4.988,-35.02,19.938
468,1436542109366,-8.021,-35.02,19.938
469,1436542109388,-10.795,-35.346,19.938
470,1436542109406,-13.342,-35.346,17.14
471,1436542109429,-16.065,-35.346,16.096
472,1436542109446,-17.57,-35.346,15.2
473,1436542109469,-18.193,-35.346,14.567
474,1436542109490,-18.193,-35.346,15.414
475,1436542109508,-17.723,-35.346,15.414
476,1436542109532,-16.09,-35.346,14.672
477,1436542109548,-14.479,-35.346,14.202
478,1436542109569,-12.054,-35.346,14.202
479,1436542109590,-9.04,-35.346,14.854
480,1436542109606,-5.29,-35.346,14.854
481,1436542109627,-1.231,-35.659,14.485
482,1436542109647,3.405,-35.659,13.359
483,1436542109669,7.884,-35.659,13.359
484,1436542109731,12.44,-35.659,13.359
485,1436542109732,16.972,-34.295,13.359
486,1436542109733,21.852,-30.56,13.359
487,1436542109749,25.672,-27.296,12.718
488,1436542109766,28.797,-23.944,11.979
489,1436542109786,30.535,-21.223,11.979
490,1436542109806,30.944,-19.342,11.979
491,1436542109826,29.679,-19.342,12.486
492,1436542109846,28.756,-20.654,12.486
493,1436542109867,27.587,-22.27,12.486
494,1436542109887,26.576,-23.158,12.486
495,1436542109920,25.872,-24.655,11.972
496,1436542109951,24.702,-26.101,11.419
497,1436542109952,23.501,-26.522,11.419
498,1436542109967,21.591,-27.348,11.419
499,1436542109987,20.608,-27.857,11.419
500,1436542110008,19.816,-28.422,11.419
501,1436542110027,19.508,-29.8,11.419
502,1436542110047,18.742,-29.219,11.419
503,1436542110067,18.353,-29.812,11.082
504,1436542110087,18.353,-30.117,11.082
505,1436542110112,17.965,-30.117,11.082
506,1436542110127,17.518,-30.117,11.082
507,1436542110147,17.518,-30.117,11.082
508,1436542110167,17.143,-30.117,11.082
509,1436542110187,16.65,-30.665,11.082
510,1436542110207,15.983,-30.665,11.082
511,1436542110227,15.428,-31.028,11.082
512,1436542110247,14.857,-31.028,10.691
513,1436542110268,14.323,-31.028,10.691
514,1436542110290,13.334,-31.028,10.691
515,1436542110310,12.435,-31.365,10.691
516,1436542110328,11.143,-31.365,10.691
517,1436542110349,9.773,-31.741,10.691
518,1436542110370,8.219,-31.741,10.691
519,1436542110386,6.419,-31.741,10.691
520,1436542110408,4.22,-32.42,10.691
521,1436542110427,1.519,-33.197,10.691
522,1436542110451,-1.539,-33.197,10.691
523,1436542110471,-4.237,-33.586,10.691
524,1436542110492,-6.613,-33.586,10.38
525,1436542110510,-9.355,-33.586,10.38
526,1436542110528,-10.612,-33.586,9.756
527,1436542110549,-11.813,-33.586,9.254
528,1436542110568,-11.813,-33.221,9.254
529,1436542110591,-11.071,-33.221,9.254
530,1436542110664,-9.126,-33.221,9.254
531,1436542110665,-7.475,-33.633,8.877
532,1436542110666,-5.137,-33.633,8.877
533,1436542110667,-2.207,-33.633,8.877
534,1436542110694,0.968,-33.975,8.476
535,1436542110706,4.931,-33.975,8.476
536,1436542110726,8.554,-33.975,8.476
537,1436542110752,12.408,-33.975,8.476
538,1436542110767,16.203,-33.619,8.476
539,1436542110790,19.955,-29.374,8.056
540,1436542110813,23.272,-26.069,8.056
541,1436542110828,26.704,-23.287,7.644
542,1436542110847,28.343,-20.971,7.644
543,1436542110869,29.434,-19.155,7.336
544,1436542110891,29.434,-18.835,7.336
545,1436542110911,28.48,-19.729,7.336
546,1436542110931,27.03,-20.96,7.336
547,1436542110951,25.778,-22.305,7.336
548,1436542110971,24.922,-23.342,7.336
549,1436542110987,23.435,-25.07,7.336
