id,attr_time,attr_lat,attr_lng
1,1436620159134,49.4444739,8.9006258
2,1436620179163,49.4444739,8.9006258
3,1436620197000,49.45030512,8.899393
4,1436620213000,49.45021669,8.8989186
5,1436620220420,49.4444739,8.9006258
6,1436620236000,49.4506393,8.89908094
7,1436620250000,49.45050568,8.89923381
8,1436620264000,49.45059215,8.89925707
9,1436620281000,49.45062123,8.89930029
10,1436620281127,49.4444739,8.9006258
11,1436620304000,49.45105575,8.89917158
12,1436620322000,49.45119795,8.8995029
13,1436620341000,49.45127789,8.89972974
14,1436620341823,49.4444739,8.9006258
15,1436620371000,49.45154093,8.90008084
16,1436620390000,49.45190489,8.89979904
17,1436620396000,49.4519034,8.89981642
18,1436620402710,49.4444739,8.9006258
19,1436620421000,49.45196134,8.90047971
20,1436620422437,49.4444739,8.9006258
21,1436620440000,49.4520012,8.90079769
22,1436620447000,49.45204366,8.90092756
23,1436620460000,49.45232827,8.90030056
24,1436620468000,49.45251078,8.9002352
25,1436620484000,49.4523631,8.90130018
26,1436620511000,49.45208618,8.90142842
27,1436620516000,49.45199793,8.90132159
28,1436620522759,49.4444739,8.9006258
29,1436620541000,49.45192072,8.90096867
30,1436620542881,49.4444739,8.9006258
31,1436620571000,49.45186562,8.90036175
32,1436620589000,49.45143098,8.9000707
33,1436620603922,49.4444739,8.9006258
34,1436620624000,49.45112486,8.89986725
35,1436620624307,49.4444739,8.9006258
36,1436620644672,49.4444739,8.9006258
37,1436620655000,49.45093364,8.89953515
38,1436620664527,49.4444739,8.9006258
39,1436620688000,49.45048328,8.89943824
40,1436620712000,49.45044874,8.89913296
41,1436620725392,49.4444739,8.9006258
42,1436620754000,49.4497568,8.89838147
43,1436620766295,49.4444739,8.9006258
