id,attr_time,attr_lat,attr_lng
1,1436181041000,49.45059024,8.89812982
2,1436181045000,49.45050155,8.89810357
3,1436181058000,49.45041505,8.89805129
4,1436181066000,49.45043161,8.89802426
5,1436181082000,49.45044885,8.89796174
6,1436181086000,49.45044782,8.8979575
7,1436181097000,49.4503074,8.89793351
8,1436181108000,49.45021699,8.89792513
9,1436181118000,49.45023406,8.89790574
10,1436181128000,49.45024307,8.89789194
11,1436181138000,49.45024549,8.8978887
12,1436181150000,49.45024638,8.89788809
13,1436181158000,49.45024748,8.89788766
14,1436181168000,49.45024614,8.89789938
15,1436181181000,49.45024691,8.89789784
16,1436181189000,49.45024887,8.89789664
17,1436181208000,49.45025034,8.89789598
18,1436181240000,49.45029261,8.89783135
19,1436181261000,49.45029595,8.89782675
20,1436181273000,49.45029637,8.89782604
21,1436181292000,49.45028652,8.89781401
22,1436181303000,49.45029938,8.89780889
23,1436181323000,49.45029862,8.89776527
24,1436181333000,49.45029319,8.89774941
25,1436181344000,49.45028249,8.89774006
26,1436181363000,49.45029061,8.89774207
27,1436181374000,49.45030349,8.89774017
28,1436181385000,49.45030505,8.89773372
29,1436181395000,49.45029878,8.89772195
30,1436181406000,49.45029227,8.89770838
31,1436181416000,49.45028846,8.89769841
32,1436181428000,49.45028427,8.89768901
33,1436181437000,49.45028436,8.89769009
34,1436181447000,49.45028449,8.89769159
35,1436181456000,49.45028571,8.8976916
36,1436181467000,49.45028946,8.897689
37,1436181477000,49.45028399,8.89769057
38,1436181491000,49.45029607,8.89768606
39,1436181497000,49.45030244,8.89768327
40,1436181512000,49.45031117,8.89767293
41,1436181519000,49.45033815,8.89763946
42,1436181531000,49.45034173,8.89763545
43,1436181536000,49.45033082,8.89763693
44,1436181548000,49.45032631,8.89763368
45,1436181561000,49.45032829,8.89763208
46,1436181569000,49.45032836,8.897632
47,1436181581000,49.45033033,8.89763173
48,1436181588000,49.45032883,8.89762907
49,1436181601000,49.45032799,8.8976276
50,1436181610000,49.45032817,8.89762761
51,1436181623000,49.45032616,8.8976337
52,1436181629000,49.45032678,8.89763199
53,1436181640000,49.45032365,8.89763542
54,1436181660000,49.45032601,8.89762895
