id,attr_time,attr_db
1,1436291535477,55.5975902251037
2,1436291536163,47.6190437596358
3,1436291536845,59.6072596285145
4,1436291537578,67.9405952379593
5,1436291538294,52.1302535786537
6,1436291538999,58.6746800044714
7,1436291539601,43.4805459093389
8,1436291540303,60.1231235856486
9,1436291540984,44.4027826543291
10,1436291541667,44.2818996232905
11,1436291542355,45.9865462602815
12,1436291543022,47.0563799412604
13,1436291543726,52.7913386569029
14,1436291544425,64.4627258584456
15,1436291545170,59.1181991736198
16,1436291545907,56.7168711988907
17,1436291546718,54.805354715244
18,1436291547440,54.9051714933978
19,1436291548181,54.4495474580854
20,1436291548942,53.037189094839
21,1436291549688,55.701772565666
22,1436291550391,50.9572955354288
23,1436291551026,51.7257596386318
24,1436291551695,49.6538542911134
25,1436291552355,48.4637008813567
26,1436291553032,48.1310579965542
27,1436291553838,49.6956607475914
28,1436291554495,52.6167711535258
29,1436291555212,50.096032706583
30,1436291555976,48.3516275251245
31,1436291556638,49.8203699358599
32,1436291557368,49.7957398603076
33,1436291558097,47.6945050764558
34,1436291558861,49.597923527117
35,1436291559570,48.8779515415645
36,1436291560302,48.9118133593142
37,1436291561026,50.3445060597306
38,1436291561840,50.3559354943983
39,1436291562582,48.6289513764131
40,1436291563219,48.3058833985294
41,1436291564032,46.5387975154246
42,1436291564815,48.2265308183022
43,1436291565515,47.3935699024178
44,1436291566180,47.3821173447551
45,1436291566980,46.9393084193665
46,1436291567711,45.3034276796326
47,1436291568439,44.157815305329
48,1436291569156,46.4638656041668
49,1436291569908,47.4589507552416
50,1436291570630,48.8995383569468
51,1436291571444,47.3709310202146
52,1436291572164,48.3769432592846
53,1436291572895,49.9015713853024
54,1436291573632,49.1479182412045
55,1436291574317,48.5851048408897
56,1436291575046,50.8086000922377
57,1436291575790,63.1577819194019
58,1436291576556,60.7588037186615
59,1436291577317,48.9475002494631
60,1436291578003,47.4360856371452
61,1436291578763,46.8361607644722
62,1436291579542,44.0092244781358
63,1436291580268,45.0506278208696
64,1436291580981,44.0822655428273
65,1436291581690,43.1375555604894
66,1436291582401,42.2932798091899
67,1436291583087,41.7455429979563
68,1436291583769,41.3156359561868
69,1436291584481,42.1843668507199
70,1436291585200,42.7298579721181
71,1436291585927,41.3511141204551
72,1436291586585,43.8928082710236
73,1436291587329,46.5759913099839
74,1436291588060,46.1031714129236
75,1436291588789,45.973278990382
76,1436291589515,47.4854590428156
77,1436291590254,42.9854370823418
78,1436291590996,44.2192814644569
79,1436291591724,45.1679920210823
80,1436291592460,48.2570948303251
81,1436291593182,46.871178339867
82,1436291593882,49.2796666888502
83,1436291594530,54.124495866222
