id,attr_time,attr_lat,attr_lng
1,1436982021000,49.45122198,8.89802923
2,1436982040000,49.45134602,8.89807369
3,1436982046000,49.45136621,8.89809043
4,1436982068000,49.45139425,8.89810506
5,1436982081000,49.45139912,8.89810787
6,1436982086000,49.45140741,8.89810907
7,1436982122000,49.45354373,8.89802309
8,1436982144000,49.45308043,8.8979292
9,1436982158000,49.45285345,8.89790849
10,1436982171000,49.4525979,8.89784292
11,1436982179000,49.45232452,8.89751251
12,1436982195000,49.4517587,8.89722494
13,1436982201000,49.45164681,8.89721896
14,1436982215000,49.45122677,8.89790981
15,1436982223000,49.45095398,8.8980056
16,1436982244000,49.45056788,8.89796169
17,1436982251000,49.4503474,8.89795847
18,1436982261000,49.45007079,8.89781988
19,1436982272000,49.44999695,8.89775425
20,1436982303000,49.45102608,8.8978792
21,1436982309000,49.45115338,8.89799598
22,1436982330000,49.4518875,8.89794383
23,1436982336000,49.45200534,8.89798949
24,1436982367000,49.45264931,8.8972824
25,1436982394000,49.45315001,8.89753612
26,1436982411000,49.45343541,8.89748129
27,1436982435000,49.45295967,8.89732677
28,1436982448000,49.45272423,8.89726305
29,1436982461000,49.45244246,8.8971657
30,1436982468000,49.4523158,8.8970617
31,1436982485000,49.45184963,8.8970787
32,1436982490000,49.45177093,8.89691539
33,1436982512000,49.45117368,8.89740478
34,1436982520000,49.4509936,8.89756316
35,1436982538000,49.45052772,8.89783644
36,1436982554000,49.45004191,8.89806947
37,1436982565000,49.45009328,8.89783616
38,1436982575000,49.4503586,8.89773614
39,1436982592000,49.45042838,8.89769811
40,1436982598000,49.45047664,8.89767634
41,1436982625000,49.45161367,8.89765845
