id,attr_time,attr_light
1,1436965110649,0.0
2,1436965110650,0.0
3,1436965110651,0.0
4,1436965110652,0.0
5,1436965110653,0.0
6,1436965110718,0.0
7,1436965110719,0.0
8,1436965110720,0.0
9,1436965110758,0.0
10,1436965110759,0.0
11,1436965110783,0.0
12,1436965110785,0.0
13,1436965110811,0.0
14,1436965110826,0.0
15,1436965110846,0.0
16,1436965110868,0.0
17,1436965110888,0.0
18,1436965110906,0.0
19,1436965110928,0.0
20,1436965110950,0.0
21,1436965110968,0.0
22,1436965110988,0.0
23,1436965111009,0.0
24,1436965111030,0.0
25,1436965111047,0.0
26,1436965111067,0.0
27,1436965111088,0.0
28,1436965111107,0.0
29,1436965111129,0.0
30,1436965111148,0.0
31,1436965111167,0.0
32,1436965111187,0.0
33,1436965111206,0.0
34,1436965111226,0.0
35,1436965111248,0.0
36,1436965111267,0.0
37,1436965111288,0.0
38,1436965111306,0.0
39,1436965111377,0.0
40,1436965111378,0.0
41,1436965111379,0.0
42,1436965111387,0.0
43,1436965111407,0.0
44,1436965111429,0.0
45,1436965111446,0.0
46,1436965111470,0.0
47,1436965111487,0.0
48,1436965111507,0.0
49,1436965111529,0.0
50,1436965111548,0.0
51,1436965111570,0.0
52,1436965111590,0.0
53,1436965111610,0.0
54,1436965111630,0.0
55,1436965111649,0.0
56,1436965111670,0.0
57,1436965111690,0.0
58,1436965111709,0.0
59,1436965111731,0.0
60,1436965111750,0.0
61,1436965111769,0.0
62,1436965111790,0.0
63,1436965111810,0.0
64,1436965111827,0.0
65,1436965111848,0.0
66,1436965111870,0.0
67,1436965111892,0.0
68,1436965111912,0.0
69,1436965111933,0.0
70,1436965111951,0.0
71,1436965111967,0.0
72,1436965111987,0.0
73,1436965112009,0.0
74,1436965112029,0.0
75,1436965112047,0.0
76,1436965112107,0.0
77,1436965112108,0.0
78,1436965112109,0.0
79,1436965112127,0.0
80,1436965112148,0.0
81,1436965112168,0.0
82,1436965112187,0.0
83,1436965112212,0.0
84,1436965112227,0.0
85,1436965112249,0.0
86,1436965112268,0.0
87,1436965112289,0.0
88,1436965112309,0.0
89,1436965112330,0.0
90,1436965112351,0.0
91,1436965112371,0.0
92,1436965112390,0.0
93,1436965112410,0.0
94,1436965112431,0.0
95,1436965112452,0.0
96,1436965112471,0.0
97,1436965112491,0.0
98,1436965112512,0.0
99,1436965112529,0.0
100,1436965112551,0.0
101,1436965112570,0.0
102,1436965112589,0.0
103,1436965112610,0.0
104,1436965112631,0.0
105,1436965112651,0.0
106,1436965112671,0.0
107,1436965112691,0.0
108,1436965112710,0.0
109,1436965112730,0.0
110,1436965112750,0.0
111,1436965112768,0.0
112,1436965112790,0.0
113,1436965112871,0.0
114,1436965112872,0.0
115,1436965112873,0.0
116,1436965112874,0.0
117,1436965112888,0.0
118,1436965112910,0.0
119,1436965112928,0.0
120,1436965112952,0.0
121,1436965112968,0.0
122,1436965112988,0.0
123,1436965113014,0.0
124,1436965113029,0.0
125,1436965113050,0.0
126,1436965113068,0.0
127,1436965113090,0.0
128,1436965113111,0.0
129,1436965113131,0.0
130,1436965113151,0.0
131,1436965113171,0.0
132,1436965113191,0.0
133,1436965113210,0.0
134,1436965113230,0.0
135,1436965113250,0.0
136,1436965113272,0.0
137,1436965113291,0.0
138,1436965113322,0.0
139,1436965113329,0.0
140,1436965113351,0.0
141,1436965113372,0.0
142,1436965113391,0.0
143,1436965113411,0.0
144,1436965113432,0.0
145,1436965113451,0.0
146,1436965113469,0.0
147,1436965113489,0.0
148,1436965113517,0.0
149,1436965113598,0.0
150,1436965113599,0.0
151,1436965113600,0.0
152,1436965113601,0.0
153,1436965113608,0.0
154,1436965113637,0.0
155,1436965113650,0.0
156,1436965113670,0.0
157,1436965113690,0.0
158,1436965113709,0.0
159,1436965113733,0.0
160,1436965113752,0.0
161,1436965113770,0.0
162,1436965113791,0.0
163,1436965113811,0.0
164,1436965113832,0.0
165,1436965113852,0.0
166,1436965113872,0.0
167,1436965113889,0.0
168,1436965113911,0.0
169,1436965113932,0.0
170,1436965113952,0.0
171,1436965113972,0.0
172,1436965113989,0.0
173,1436965114011,0.0
174,1436965114032,0.0
175,1436965114052,0.0
176,1436965114072,0.0
177,1436965114106,0.0
178,1436965114111,0.0
179,1436965114129,0.0
180,1436965114149,0.0
181,1436965114169,0.0
182,1436965114191,0.0
183,1436965114211,0.0
184,1436965114231,0.0
185,1436965114249,0.0
186,1436965114338,0.0
187,1436965114339,0.0
188,1436965114340,0.0
189,1436965114341,0.0
190,1436965114349,0.0
191,1436965114373,0.0
192,1436965114390,0.0
193,1436965114433,0.0
194,1436965114434,0.0
195,1436965114450,0.0
196,1436965114470,0.0
197,1436965114491,0.0
198,1436965114511,0.0
199,1436965114531,0.0
200,1436965114553,0.0
201,1436965114573,0.0
202,1436965114593,0.0
203,1436965114610,0.0
204,1436965114631,0.0
205,1436965114653,0.0
206,1436965114673,0.0
207,1436965114691,0.0
208,1436965114710,0.0
209,1436965114732,0.0
210,1436965114751,0.0
211,1436965114773,0.0
212,1436965114793,0.0
213,1436965114810,0.0
214,1436965114830,0.0
215,1436965114852,0.0
216,1436965114875,0.0
217,1436965114893,0.0
218,1436965114910,0.0
219,1436965114930,0.0
220,1436965114950,0.0
221,1436965114972,0.0
222,1436965114989,0.0
223,1436965115059,0.0
224,1436965115060,0.0
225,1436965115061,0.0
226,1436965115082,0.0
227,1436965115090,0.0
228,1436965115115,0.0
229,1436965115130,0.0
230,1436965115150,0.0
231,1436965115171,0.0
232,1436965115190,0.0
233,1436965115211,0.0
234,1436965115234,0.0
235,1436965115252,0.0
236,1436965115271,0.0
237,1436965115293,0.0
238,1436965115313,0.0
239,1436965115330,0.0
240,1436965115351,0.0
241,1436965115373,0.0
242,1436965115394,0.0
243,1436965115413,0.0
244,1436965115430,0.0
245,1436965115451,0.0
246,1436965115472,0.0
247,1436965115491,0.0
248,1436965115513,0.0
249,1436965115534,0.0
250,1436965115551,0.0
251,1436965115578,0.0
252,1436965115592,0.0
253,1436965115614,0.0
254,1436965115635,0.0
255,1436965115651,0.0
256,1436965115672,0.0
257,1436965115691,0.0
258,1436965115713,0.0
259,1436965115743,0.0
260,1436965115800,0.0
261,1436965115801,0.0
262,1436965115802,0.0
263,1436965115820,0.0
264,1436965115830,0.0
265,1436965115854,0.0
266,1436965115871,0.0
267,1436965115891,0.0
268,1436965115912,0.0
269,1436965115931,0.0
270,1436965115951,0.0
271,1436965115972,0.0
272,1436965115995,0.0
273,1436965116011,0.0
274,1436965116032,0.0
275,1436965116053,0.0
276,1436965116072,0.0
277,1436965116094,0.0
278,1436965116114,0.0
279,1436965116132,0.0
280,1436965116154,0.0
281,1436965116171,0.0
282,1436965116193,0.0
283,1436965116211,0.0
284,1436965116232,0.0
285,1436965116253,0.0
286,1436965116271,0.0
287,1436965116291,0.0
288,1436965116317,0.0
289,1436965116332,0.0
290,1436965116354,0.0
291,1436965116372,0.0
292,1436965116391,0.0
293,1436965116413,0.0
294,1436965116433,0.0
295,1436965116539,0.0
296,1436965116540,0.0
297,1436965116541,0.0
298,1436965116542,0.0
299,1436965116543,0.0
300,1436965116554,0.0
301,1436965116571,0.0
302,1436965116593,0.0
303,1436965116611,0.0
304,1436965116631,0.0
305,1436965116654,0.0
306,1436965116673,0.0
307,1436965116693,0.0
308,1436965116713,0.0
309,1436965116732,0.0
310,1436965116754,0.0
311,1436965116776,0.0
312,1436965116794,0.0
313,1436965116815,0.0
314,1436965116836,0.0
315,1436965116854,0.0
316,1436965116878,0.0
317,1436965116893,0.0
318,1436965116914,0.0
319,1436965116937,0.0
320,1436965116956,0.0
321,1436965116975,0.0
322,1436965116994,0.0
323,1436965117016,0.0
324,1436965117037,0.0
325,1436965117075,0.0
326,1436965117076,0.0
327,1436965117126,0.0
328,1436965117127,0.0
329,1436965117135,0.0
330,1436965117155,0.0
331,1436965117175,0.0
332,1436965117193,0.0
333,1436965117213,0.0
334,1436965117239,0.0
335,1436965117267,0.0
336,1436965117272,0.0
337,1436965117292,0.0
338,1436965117312,0.0
339,1436965117332,0.0
340,1436965117352,0.0
341,1436965117388,0.0
342,1436965117403,0.0
343,1436965117412,0.0
344,1436965117432,0.0
345,1436965117452,0.0
346,1436965117473,0.0
347,1436965117492,0.0
348,1436965117512,0.0
349,1436965117532,0.0
350,1436965117552,0.0
351,1436965117586,0.0
352,1436965117592,0.0
353,1436965117612,0.0
354,1436965117633,0.0
355,1436965117656,0.0
356,1436965117673,0.0
357,1436965117696,0.0
358,1436965117712,0.0
359,1436965117732,0.0
360,1436965117752,0.0
361,1436965117773,0.0
362,1436965117793,0.0
363,1436965117815,0.0
364,1436965117836,0.0
365,1436965117853,0.0
366,1436965117872,0.0
367,1436965117893,0.0
368,1436965117922,0.0
369,1436965117987,0.0
370,1436965117988,0.0
371,1436965118002,0.0
372,1436965118003,0.0
373,1436965118013,0.0
374,1436965118033,0.0
375,1436965118054,0.0
376,1436965118073,0.0
377,1436965118094,0.0
378,1436965118113,0.0
379,1436965118139,0.0
380,1436965118153,0.0
381,1436965118176,0.0
382,1436965118193,0.0
383,1436965118213,0.0
384,1436965118237,0.0
385,1436965118256,1.0
386,1436965118276,1.0
387,1436965118297,1.0
388,1436965118315,1.0
389,1436965118336,1.0
390,1436965118356,1.0
391,1436965118377,1.0
392,1436965118396,2.0
393,1436965118413,2.0
394,1436965118435,4.0
395,1436965118459,4.0
396,1436965118475,5.0
397,1436965118498,5.0
398,1436965118517,3.0
399,1436965118537,3.0
400,1436965118556,3.0
401,1436965118576,3.0
402,1436965118597,4.0
403,1436965118617,4.0
404,1436965118634,3.0
405,1436965118653,3.0
406,1436965118723,1.0
407,1436965118724,1.0
408,1436965118725,2.0
409,1436965118734,2.0
410,1436965118753,1.0
411,1436965118774,1.0
412,1436965118793,1.0
413,1436965118816,1.0
414,1436965118833,2.0
415,1436965118857,2.0
416,1436965118882,2.0
417,1436965118894,2.0
418,1436965118914,3.0
419,1436965118936,3.0
420,1436965118957,4.0
421,1436965118977,4.0
422,1436965118997,3.0
423,1436965119017,3.0
