id,attr_time,attr_lat,attr_lng
1,1436291542000,49.48053429,8.47257909
2,1436291551000,49.48065666,8.47274893
3,1436291562000,49.48066733,8.47277936
4,1436291573000,49.48067121,8.4727909
5,1436291584000,49.48068837,8.47283514
6,1436291593000,49.48071269,8.47288589
7,1436291607000,49.48132436,8.47342761
8,1436291613000,49.48149751,8.47346442
9,1436291625000,49.4814801,8.47357299
10,1436291635000,49.48165041,8.47380995
11,1436291646000,49.48157358,8.47386666
12,1436291656000,49.48158422,8.47413421
13,1436291665000,49.48165352,8.47411696
14,1436291676000,49.48153045,8.4743607
15,1436291694000,49.48145002,8.47472642
16,1436291708000,49.48153384,8.47509934
17,1436291719000,49.48133847,8.4753548
18,1436291737000,49.48124362,8.47553123
19,1436291749000,49.48119988,8.47582195
20,1436291767000,49.48123884,8.47601323
21,1436291779000,49.4812745,8.47605429
22,1436291791000,49.48113682,8.47642835
23,1436291799000,49.48127033,8.47636059
24,1436291810000,49.48158481,8.47635518
25,1436291819000,49.48144246,8.47707091
26,1436291830000,49.48121479,8.47725932
27,1436291840000,49.48123957,8.47719981
28,1436291850000,49.48094859,8.47772683
29,1436291860000,49.48103296,8.47775171
30,1436291871000,49.48087066,8.47789353
31,1436291880000,49.48079926,8.47828171
32,1436291891000,49.480984,8.47850703
33,1436291902000,49.4809817,8.47859341
34,1436291913000,49.48093055,8.47876357
35,1436291924000,49.4809769,8.47894703
36,1436291932000,49.48091699,8.47913022
37,1436291943000,49.48084216,8.4793532
38,1436291954000,49.48109231,8.47943715
39,1436291962000,49.48148602,8.47936388
40,1436291973000,49.48142853,8.47928213
41,1436291984000,49.48130998,8.47941177
42,1436291994000,49.48131879,8.4797274
43,1436292004000,49.48121744,8.4798912
44,1436292015000,49.48117682,8.48016409
45,1436292024000,49.48108384,8.48034516
46,1436292034000,49.48104447,8.48036522
47,1436292044000,49.48104779,8.48034343
48,1436292056000,49.48103543,8.48037992
49,1436292065000,49.48103102,8.48039889
50,1436292076000,49.48101465,8.48042054
51,1436292085000,49.48084166,8.48076975
52,1436292096000,49.48075988,8.48109189
53,1436292106000,49.48050271,8.48137782
54,1436292116000,49.48044074,8.48150629
55,1436292136000,49.4803444,8.48221289
56,1436292146000,49.48026606,8.48246162
