id,attr_time,attr_lat,attr_lng
1,1437236136981,49.447336,8.8963252
2,1437236157078,49.447338,8.8963257
3,1437236177313,49.4473371,8.8963146
4,1437236197342,49.4473368,8.896319
5,1437236217731,49.447337,8.8963143
6,1437236238202,49.4473372,8.896314
7,1437236258498,49.4473286,8.8963098
8,1437236278515,49.4473386,8.8963209
9,1437236298863,49.4473398,8.8963272
10,1437236318890,49.447326,8.8963054
11,1437236339017,49.4473404,8.8963234
12,1437236361419,49.4473362,8.8963301
13,1437236381326,49.4473386,8.8963209
14,1437236401545,49.447337,8.8963184
15,1437236421921,49.4473469,8.8963147
16,1437236441911,49.4473465,8.8963228
17,1437236462067,49.4473386,8.8963209
18,1437236482680,49.4473392,8.8963249
19,1437236503060,49.447337,8.8963184
20,1437236523079,49.4473361,8.8963213
21,1437236543620,49.4473473,8.8963148
22,1437236563781,49.4473486,8.8963163
23,1437236583901,49.4473477,8.8963154
24,1437236604416,49.4473464,8.8963105
25,1437236624429,49.447337,8.8963184
26,1437236644787,49.4473386,8.8963209
27,1437236664731,49.4473386,8.8963209
28,1437236684813,49.4473386,8.8963209
29,1437236705375,49.4473377,8.8963161
30,1437236725623,49.4473469,8.8963145
31,1437236745874,49.4473391,8.8963239
32,1437236766284,49.447338,8.896317
33,1437236786343,49.4473275,8.896307
