fold,model,accuracy,precision_macro,recall_macro,f1_macro,precision_lying,recall_lying,f1_lying,precision_running,recall_running,f1_running,precision_sitting,recall_sitting,f1_sitting,precision_standing,recall_standing,f1_standing,precision_walking,recall_walking,f1_walking
1,RandomForest,0.39219419324131366,0.3285825800513618,0.39506465137505237,0.33323095456091295,0.4148073022312373,0.9855421686746988,0.583868665239115,0.6602316602316602,0.42326732673267325,0.5158371040723982,0.2967741935483871,0.3165137614678899,0.30632630410654826,0.2710997442455243,0.25,0.26012269938650306,0.0,0.0,0.0
1,SVM,0.32460732984293195,0.2254040243669447,0.3253964382321179,0.21362583834342092,0.32930756843800324,0.9855421686746988,0.49366324683162344,0.25,0.0049504950495049506,0.009708737864077669,0.17372881355932204,0.09403669724770643,0.12202380952380952,0.37398373983739835,0.5424528301886793,0.44273339749759383,0.0,0.0,0.0
1,XGBoost,0.27510709186101856,0.16953242504035576,0.2759890494233045,0.19638400077148216,0.3978599221789883,0.9855421686746988,0.5668745668745668,0.06273062730627306,0.04207920792079208,0.05037037037037037,0.19832985386221294,0.21788990825688073,0.20765027322404372,0.18874172185430463,0.13443396226415094,0.15702479338842976,0.0,0.0,0.0
2,RandomForest,0.9792865362485615,0.9695938810714615,0.9809719437723692,0.9745992473794814,1.0,0.9975609756097561,0.9987789987789988,0.9067796610169492,0.9907407407407407,0.9469026548672567,0.9973958333333334,0.9387254901960784,0.9671717171717171,0.9437939110070258,0.9926108374384236,0.9675870348139256,1.0,0.9852216748768473,0.9925558312655087
2,SVM,0.9810126582278481,0.9789938601935994,0.9824618029624709,0.9804190325761809,1.0,0.9926829268292683,0.996328029375765,0.963963963963964,0.9907407407407407,0.9771689497716894,0.9870801033591732,0.9362745098039216,0.9610062893081761,0.9439252336448598,0.9950738916256158,0.9688249400479616,1.0,0.9975369458128078,0.998766954377312
2,XGBoost,0.9286536248561565,0.8898584283495033,0.9375956277287104,0.8939575144304968,1.0,0.9975609756097561,0.9987789987789988,0.4908256880733945,0.9907407407407407,0.656441717791411,1.0,0.9656862745098039,0.9825436408977556,0.9584664536741214,0.7389162561576355,0.8344923504867872,1.0,0.9950738916256158,0.9975308641975309
3,RandomForest,0.901318781264211,0.9027419755324946,0.9037917361252383,0.9032147928479993,0.9975786924939467,0.988009592326139,0.9927710843373494,0.806060606060606,0.7964071856287425,0.8012048192771084,0.965034965034965,0.9928057553956835,0.9787234042553191,0.7560975609756098,0.7506053268765133,0.7533414337788579,0.9889380530973452,0.991130820399113,0.9900332225913622
3,SVM,0.8844929513415188,0.8912141398373107,0.8860055724274105,0.8828590106049905,1.0,0.9712230215827338,0.9854014598540146,0.9875930521091811,0.7944111776447106,0.8805309734513275,0.7418772563176895,0.9856115107913669,0.8465499485066942,0.7376623376623377,0.6876513317191283,0.7117794486215538,0.9889380530973452,0.991130820399113,0.9900332225913622
3,XGBoost,0.8585720782173716,0.8541255133321766,0.8578143433567617,0.8509496553726752,1.0,0.9856115107913669,0.9927536231884058,0.8,0.8063872255489022,0.8031809145129225,0.7866666666666666,0.9904076738609112,0.8768577494692145,0.6928104575163399,0.513317191283293,0.5897079276773296,0.9911504424778761,0.9933481152993349,0.9922480620155039
4,RandomForest,0.614702154626109,0.6006843429989323,0.6219000528146816,0.5856978184213475,0.6919354838709677,0.959731543624161,0.8041237113402062,0.9658119658119658,0.4905933429811867,0.6506717850287908,0.42749244712990936,0.6738095238095239,0.5231053604436229,0.0,0.0,0.0,0.9181818181818182,0.9853658536585366,0.9505882352941176
4,SVM,0.5889311364596536,0.6278129846503872,0.6094116632816855,0.5819856463201968,0.922077922077922,0.9530201342281879,0.9372937293729373,0.9330855018587361,0.36324167872648333,0.5229166666666667,0.38902743142144636,0.7428571428571429,0.5106382978723404,0.005249343832020997,0.005012531328320802,0.005128205128205128,0.8896247240618101,0.9829268292682927,0.9339513325608343
4,XGBoost,0.5762568652302492,0.5656735514637856,0.5906941719942443,0.5416700510987846,0.6336779911373708,0.959731543624161,0.7633451957295374,0.9647887323943662,0.39652677279305354,0.5620512820512821,0.3903177004538578,0.6142857142857143,0.47733580018501387,0.0,0.0,0.0,0.8395833333333333,0.9829268292682927,0.9056179775280899
5,RandomForest,0.7188006482982172,0.7525219243785397,0.7324353438179406,0.7328954611464832,0.9930394431554525,0.9749430523917996,0.9839080459770115,0.671664167916042,0.6062246278755075,0.6372688477951636,0.6936416184971098,0.8314087759815243,0.7563025210084033,0.43283582089552236,0.5843828715365239,0.49732047159699894,0.9714285714285714,0.6652173913043479,0.7896774193548387
5,SVM,0.7475688816855753,0.7858084258497956,0.7704824008611716,0.7594734462442039,0.9836829836829837,0.9612756264236902,0.9723502304147466,0.9285714285714286,0.5629228687415426,0.7009267059814659,0.6220095693779905,0.6004618937644342,0.6110458284371327,0.42097902097902096,0.7581863979848866,0.5413669064748201,0.9737991266375546,0.9695652173913043,0.971677559912854
5,XGBoost,0.7747163695299838,0.7839975322265638,0.7875504856502566,0.7814378074145777,0.963963963963964,0.9749430523917996,0.9694224235560589,0.8169257340241797,0.6400541271989174,0.7177541729893778,0.7301255230125523,0.8060046189376443,0.7661909989023051,0.43352601156069365,0.5667506297229219,0.4912663755458515,0.9754464285714286,0.95,0.9625550660792952
6,RandomForest,0.924625468164794,0.9271636625859827,0.9244171480834472,0.9246127373744576,0.9720930232558139,0.9835294117647059,0.9777777777777777,0.8370221327967807,0.9476082004555809,0.8888888888888888,0.9876237623762376,0.9172413793103448,0.9511323003575686,0.8487179487179487,0.7880952380952381,0.817283950617284,0.9903614457831326,0.9856115107913669,0.9879807692307693
6,SVM,0.8721910112359551,0.8995462538406276,0.8740981552915897,0.8674607777522013,1.0,0.9741176470588235,0.9868891537544696,0.930648769574944,0.9476082004555809,0.9390519187358917,0.9313304721030042,0.49885057471264366,0.6497005988023952,0.645367412140575,0.9619047619047619,0.7724665391969407,0.9903846153846154,0.988009592326139,0.9891956782713085
6,XGBoost,0.8309925093632958,0.8339266585934724,0.830035664188794,0.8213464536368222,0.8513238289205702,0.9835294117647059,0.9126637554585153,0.7138047138047138,0.9658314350797267,0.8209099709583737,0.9882697947214076,0.774712643678161,0.8685567010309279,0.6258503401360545,0.4380952380952381,0.5154061624649859,0.9903846153846154,0.988009592326139,0.9891956782713085
7,RandomForest,0.8381212950296397,0.8477332941056064,0.8392051966727404,0.8323171852163345,0.9883177570093458,0.9814385150812065,0.9848661233993015,0.9401709401709402,0.9053497942386831,0.9224318658280922,0.6205787781350482,0.8976744186046511,0.7338403041825095,0.6970802919708029,0.4360730593607306,0.5365168539325843,0.9925187032418953,0.9754901960784313,0.9839307787391842
7,SVM,0.7961696306429549,0.8043710049874285,0.7960454887014499,0.79369594055882,0.9883449883449883,0.9837587006960556,0.986046511627907,0.8964803312629399,0.8909465020576132,0.8937048503611971,0.5716694772344013,0.7883720930232558,0.6627565982404692,0.5841269841269842,0.4200913242009132,0.48871181938911024,0.9812332439678284,0.8970588235294118,0.9372599231754162
7,XGBoost,0.803921568627451,0.8236633682801763,0.8035574241038412,0.7911425377442164,0.9615384615384616,0.9860788863109049,0.9736540664375716,0.8355640535372849,0.8991769547325102,0.8662041625371655,0.6002994011976048,0.9325581395348838,0.7304189435336976,0.7378640776699029,0.3470319634703196,0.4720496894409938,0.9830508474576272,0.8529411764705882,0.9133858267716536
8,RandomForest,0.8583569405099151,0.8992184619257035,0.8559096838280675,0.8515188695982292,1.0,0.49282296650717705,0.6602564102564102,0.9884057971014493,0.8357843137254902,0.9057104913678619,0.6569230769230769,0.9884259259259259,0.789279112754159,0.9832935560859188,0.9694117647058823,0.976303317535545,0.8674698795180723,0.993103448275862,0.9260450160771704
8,SVM,0.8588290840415487,0.8862054352469038,0.857969919831028,0.8523869611214401,0.9620853080568721,0.48564593301435405,0.6454689984101749,0.9925187032418953,0.9754901960784313,0.9839307787391842,0.6295652173913043,0.8379629629629629,0.7189672293942403,0.8582995951417004,0.9976470588235294,0.9227421109902068,0.988558352402746,0.993103448275862,0.9908256880733946
8,XGBoost,0.7615675165250236,0.7947448728163691,0.7577219968447148,0.7514425240604338,0.9166666666666666,0.5,0.6470588235294118,0.7561837455830389,0.5245098039215687,0.6193921852387844,0.6452119309262166,0.9513888888888888,0.7689429373246024,0.9878048780487805,0.9529411764705882,0.9700598802395209,0.6678571428571428,0.8597701149425288,0.7517587939698492
9,RandomForest,0.8297394429469901,0.8398390530277269,0.831487568171041,0.833064394406826,1.0,0.9879807692307693,0.9939540507859734,0.991130820399113,0.8262476894639557,0.9012096774193549,0.6392156862745098,0.7599067599067599,0.6943556975505857,0.5688487584650113,0.5929411764705882,0.5806451612903226,1.0,0.9903614457831326,0.9951573849878934
