id,attr_time,attr_lat,attr_lng
1,1437229799000,49.4500402,8.89793812
2,1437229811000,49.45007241,8.89793841
3,1437229820000,49.45008765,8.89794633
4,1437229831000,49.45009319,8.89794542
5,1437229841000,49.45010957,8.89793449
6,1437229851000,49.45010932,8.89794876
7,1437229861000,49.45010495,8.89795787
8,1437229871000,49.45011174,8.89795381
9,1437229882000,49.45011596,8.89794889
10,1437229892000,49.45011564,8.89794698
11,1437229902000,49.45011648,8.8979459
12,1437229912000,49.45010958,8.89794645
13,1437229923000,49.45010891,8.89794407
14,1437229925645,49.4479383,8.8956709
15,1437229942000,49.45010801,8.8979384
16,1437229953000,49.45010869,8.89793133
17,1437229963000,49.45011248,8.8979243
18,1437229975000,49.45011755,8.89792555
19,1437229983000,49.45012486,8.89792373
20,1437229993000,49.45012875,8.89792208
21,1437230005000,49.45012552,8.89792622
22,1437230015000,49.45012381,8.89792546
23,1437230025000,49.45012558,8.8979214
24,1437230034000,49.45013288,8.89791567
25,1437230045000,49.45013491,8.8979146
26,1437230055000,49.45013308,8.8979166
27,1437230075000,49.4501406,8.89791239
28,1437230086000,49.45014445,8.89790853
29,1437230097000,49.4501525,8.89789748
30,1437230107000,49.45015598,8.8978923
31,1437230117000,49.45015523,8.89789214
32,1437230130000,49.45015933,8.89788864
33,1437230137000,49.45015926,8.8978871
34,1437230148000,49.45016235,8.89788121
35,1437230159000,49.45016489,8.89787659
36,1437230168000,49.45016182,8.89787943
37,1437230179000,49.45016765,8.89787231
38,1437230190000,49.45016917,8.89786828
39,1437230198000,49.45017054,8.8978662
40,1437230211000,49.45017912,8.89785889
41,1437230218000,49.45018047,8.897858
42,1437230231000,49.45017988,8.89785996
43,1437230240000,49.45018131,8.89785857
44,1437230251000,49.45018234,8.89785558
45,1437230263000,49.45017779,8.89785705
46,1437230271000,49.45017136,8.89786263
47,1437230294000,49.45016687,8.89785945
48,1437230303000,49.45017147,8.89785477
49,1437230314000,49.45018085,8.89784313
50,1437230324000,49.45017988,8.8978439
51,1437230334000,49.45017904,8.89784482
52,1437230345000,49.45017574,8.89784771
53,1437230354000,49.45017465,8.89784752
54,1437230375000,49.45017225,8.89784883
55,1437230385000,49.45017154,8.89784902
56,1437230394000,49.45017079,8.89784938
57,1437230405000,49.45017056,8.89784898
58,1437230425000,49.45017244,8.89784645
59,1437230439000,49.45017839,8.89784185
