id,attr_time,attr_db
1,1437229794063,31.6478725986662
2,1437229795622,19.9642360563046
3,1437229796362,20.7606552425015
4,1437229797095,58.8144301915643
5,1437229797861,48.103762005661
6,1437229798444,19.701437754331
7,1437229799481,56.7837216509536
8,1437229800138,48.8858163436391
9,1437229800814,35.4858666014856
10,1437229801437,33.0386222028961
11,1437229802191,47.2842778298734
12,1437229802921,39.2908089405603
13,1437229803590,53.307444329017
14,1437229804362,58.5826546260973
15,1437229805090,25.1443559228369
16,1437229805770,22.6941082241706
17,1437229806486,41.7326308040791
18,1437229807293,48.5452013285734
19,1437229808021,21.9694441154818
20,1437229808744,69.1050969239259
21,1437229809544,60.2768362080936
22,1437229810163,60.421670771056
23,1437229810744,60.5943462890523
24,1437229811314,51.326412973648
25,1437229811885,25.1417603488889
26,1437229812480,42.9370287662617
27,1437229813156,57.0042435989542
28,1437229813876,43.9583865410527
29,1437229814652,27.5834362942503
30,1437229815262,34.7137769619446
31,1437229815855,35.8428407179308
32,1437229816495,31.1961424515047
33,1437229817054,35.4757672139996
34,1437229817606,63.4996972495843
35,1437229818565,65.8453158758947
36,1437229819243,42.109386904639
37,1437229819965,28.8599997556384
38,1437229820686,46.6639896904491
39,1437229821312,68.5246710940647
40,1437229821918,40.3601122714253
41,1437229822491,41.3986025100964
42,1437229823038,36.6124259022337
43,1437229823623,51.4967655593264
44,1437229824348,48.3087958362446
45,1437229824984,39.1900464274079
46,1437229825585,30.0974989885779
47,1437229826146,52.5220561230521
48,1437229826693,41.5225433254224
49,1437229827249,43.4814521829212
50,1437229828746,56.3189559565547
51,1437229829476,31.0470740543686
52,1437229830203,49.6612369088924
53,1437229830905,55.0732351874497
54,1437229831654,35.8939183173797
55,1437229832234,31.6440258763753
56,1437229832819,59.7352718782888
57,1437229833387,64.9691700608443
58,1437229833934,56.3078401170898
59,1437229834519,71.9344224423947
60,1437229835218,57.6886249157931
61,1437229836002,65.2383396129675
62,1437229836568,65.5368667467671
63,1437229837161,29.9223239976494
64,1437229837759,38.3951030687274
65,1437229838353,38.8357157280646
66,1437229838973,60.7608093588252
67,1437229840455,46.9233353394633
68,1437229841115,54.027210226735
69,1437229841844,58.3325376605344
70,1437229842583,40.1439155053615
71,1437229843305,33.0656026203225
72,1437229844035,57.7860591935151
73,1437229844768,58.1125236075835
74,1437229845502,34.5164299788762
75,1437229846219,50.8028136465384
76,1437229846860,51.3520483816585
77,1437229847597,49.9993636846807
78,1437229848335,58.7179338564455
79,1437229849095,50.5653072531875
80,1437229849835,47.7146549545476
81,1437229850570,59.7162517171846
82,1437229851333,31.6990766202575
83,1437229852126,34.6754974164955
84,1437229852844,69.8318473924436
85,1437229853585,60.81463534748
86,1437229854304,57.5051266963872
87,1437229855036,36.746457794493
88,1437229855780,62.6496289964867
89,1437229856519,39.2082157502211
90,1437229857278,70.5501067369092
91,1437229857940,64.0408672813018
92,1437229858670,47.3354586391643
93,1437229859401,51.2498455692281
94,1437229860173,50.7221645347469
95,1437229861062,57.0472651395005
96,1437229861714,61.6549239872246
97,1437229862445,31.6060025481316
98,1437229863252,27.792263783077
99,1437229863990,57.5904801078923
100,1437229864724,33.368289558915
101,1437229865459,30.4707410103137
102,1437229866193,61.1880759370243
103,1437229866895,50.4755360314306
104,1437229867546,25.7656817383891
105,1437229868331,28.7613464248552
106,1437229869069,45.1233732932327
107,1437229869780,62.5365443310033
108,1437229870527,58.3634504637199
109,1437229871239,49.7691407666364
110,1437229871906,27.929295303433
111,1437229872706,60.2219937655898
112,1437229873423,59.9033602418298
113,1437229874144,61.6671676582421
114,1437229874886,52.3274430377065
115,1437229875609,24.6033692816905
116,1437229876341,53.0047128493438
117,1437229877027,61.0222765933689
118,1437229877784,36.4753375353677
119,1437229878519,60.2372691123643
120,1437229879262,53.5847652383003
121,1437229879982,51.3093416406623
122,1437229880703,58.5809379247506
123,1437229881423,26.4660049883896
124,1437229882048,33.8716834283154
125,1437229882858,43.542027184541
126,1437229883605,34.0106526214735
127,1437229884346,54.6355138368555
128,1437229885100,58.7794865415954
129,1437229885834,27.6484779959558
130,1437229886570,57.3149593666461
131,1437229887185,28.2444747022944
132,1437229887898,37.8535649183556
133,1437229888517,47.7936717294513
134,1437229889215,30.1603258343646
135,1437229889991,67.727565503666
136,1437229890759,61.7138216891404
137,1437229891372,33.2701784526898
138,1437229892045,28.2764936779157
139,1437229892858,30.9175961151091
140,1437229893628,61.0115189891636
141,1437229894368,62.7285705684554
142,1437229895094,28.9283704956529
143,1437229895854,50.6280328598458
144,1437229896606,57.6665857519223
145,1437229897341,60.1267583505717
146,1437229898076,63.3185584131365
147,1437229898722,55.3144427600657
148,1437229899448,55.2748915701611
149,1437229900188,60.8883197397351
150,1437229900946,42.2022293030536
151,1437229901635,61.5515800809912
152,1437229902283,59.3904676355875
153,1437229903030,47.8777104160445
154,1437229903777,35.959244584773
155,1437229904511,59.2220507479295
156,1437229905253,44.8551708994091
157,1437229905993,38.3066320326836
158,1437229906749,45.9804562363926
159,1437229907502,50.9953110733309
160,1437229908245,34.8794003299774
161,1437229908877,59.5553758933036
162,1437229909568,51.2987006613152
163,1437229910317,56.4557488095809
164,1437229911065,34.8343356523187
165,1437229911781,34.3423101275526
166,1437229912517,47.5540676699962
167,1437229913232,36.1111886516235
168,1437229913902,50.5339607272733
169,1437229914647,62.3372178470965
170,1437229915400,34.2405186095315
171,1437229916134,33.6855549047294
172,1437229916835,37.8719420987763
173,1437229917464,35.3156378017635
174,1437229918144,46.1549186948037
175,1437229918787,40.1756025536169
176,1437229919519,44.7510348652101
177,1437229920259,51.6758617325962
178,1437229921043,44.9811611561031
179,1437229921790,35.5328209543881
180,1437229922377,47.4281712806617
181,1437229923056,36.3985192348961
182,1437229923870,34.2688316686347
183,1437229924605,32.9071374780221
184,1437229925338,52.7319662920409
185,1437229926061,53.8541781797862
186,1437229926800,47.7621498206294
187,1437229927537,29.5491570566023
188,1437229928291,32.9424764310809
189,1437229929028,58.8569964521145
190,1437229929716,34.6460972088531
191,1437229930451,30.0542180223459
192,1437229931197,43.1433508788395
193,1437229931983,42.7427035821985
194,1437229932784,32.3199682214243
195,1437229933499,33.2193206586086
196,1437229934178,34.9311820532955
197,1437229934922,35.3040926003708
198,1437229935696,37.6625861885033
199,1437229936433,35.0535086298826
200,1437229937194,58.5728815542898
201,1437229937934,46.261416135004
202,1437229938661,39.0849115383035
203,1437229939309,38.338367017402
204,1437229939987,64.9392419148831
205,1437229940724,49.6999234363002
206,1437229941453,42.3038448788685
207,1437229942258,50.9807137697812
208,1437229942892,48.4930049594713
209,1437229943599,55.7244856332069
210,1437229944352,60.483512483901
211,1437229945095,68.5458485959442
212,1437229945813,56.4477760285621
213,1437229946580,66.3840087602277
214,1437229947320,65.1359723712813
215,1437229948068,64.911618568033
216,1437229948825,60.0689618014854
217,1437229949515,53.6168173122781
218,1437229950177,50.0157313577147
219,1437229950918,48.1357685561934
220,1437229951727,60.9741226084896
221,1437229952380,60.8864247754131
222,1437229953063,63.8360575353234
223,1437229953801,48.3138602301602
224,1437229954475,45.5777695021709
225,1437229955285,43.5118094405571
226,1437229955948,59.7309150845318
227,1437229956685,47.6471827652444
228,1437229957478,60.3282711585541
229,1437229958223,45.6366338922437
230,1437229958949,63.0369751509981
231,1437229959646,48.7895039832125
232,1437229960383,68.038680511392
233,1437229961114,24.2486444066886
234,1437229961843,70.6455172080871
235,1437229962455,44.2940348050193
236,1437229963134,46.9759464852064
237,1437229963880,55.8109537593891
238,1437229964597,65.2939957306147
239,1437229965310,67.5235367502572
240,1437229966087,52.7260914607427
241,1437229966818,51.6223242621444
242,1437229967563,49.2837426753543
243,1437229968375,45.037361131206
244,1437229969094,35.6292021204268
245,1437229969790,51.139097763416
246,1437229970436,71.0927776369902
247,1437229971156,66.8004607233082
248,1437229971901,50.0561098389045
