id,attr_time,attr_lat,attr_lng
1,1436472372950,49.4473395,8.8963207
2,1436472393002,49.4473372,8.8963209
3,1436472413213,49.447345,8.8963066
4,1436472431000,49.44732361,8.89658522
5,1436472433458,49.4473444,8.8963094
6,1436472453606,49.4473452,8.8963068
7,1436472473755,49.4473451,8.8963067
8,1436472493973,49.4473462,8.8963103
9,1436472514152,49.4473451,8.8963067
10,1436472534270,49.4473444,8.8963103
11,1436472555318,49.4473462,8.8963103
12,1436472575498,49.4473331,8.8963091
13,1436472595485,49.4473462,8.8963103
14,1436472616004,49.4473344,8.8963113
15,1436472636382,49.4473331,8.8963093
16,1436472656319,49.4473331,8.8963093
17,1436472677028,49.4473445,8.8963092
18,1436472697360,49.4473476,8.8963076
19,1436472717467,49.4473445,8.8963092
20,1436472737577,49.4473331,8.8963091
21,1436472757866,49.4473333,8.8963123
22,1436472778014,49.4473444,8.8963092
23,1436472798238,49.4473444,8.8963092
24,1436472818410,49.4473333,8.8963093
25,1436472838407,49.4473466,8.8963074
26,1436472858946,49.4473331,8.8963092
27,1436472879449,49.4473451,8.8963067
28,1436472899530,49.4473339,8.8963124
29,1436472920240,49.4473337,8.8963122
30,1436472940436,49.4473445,8.8963092
31,1436472960465,49.4473454,8.8963103
32,1436472980868,49.4473445,8.8963092
33,1436473001132,49.4473451,8.8963103
