id,attr_time,attr_lat,attr_lng
1,1437232440000,49.45019101,8.89794139
2,1437232452000,49.45016695,8.89792213
3,1437232461000,49.45015777,8.89792147
4,1437232472000,49.45015852,8.89792443
5,1437232483000,49.45015859,8.89792196
6,1437232493000,49.45016428,8.89791873
7,1437232503000,49.45016201,8.89791483
8,1437232513000,49.4501569,8.89790784
9,1437232523000,49.45015493,8.89790173
10,1437232534000,49.45015229,8.89788933
11,1437232544000,49.45015544,8.89789387
12,1437232555000,49.45016251,8.89790168
13,1437232566000,49.45016183,8.89789018
14,1437232577000,49.45015725,8.89788433
15,1437232587000,49.45016154,8.89788995
16,1437232598000,49.45015705,8.89788323
17,1437232608000,49.45015568,8.89788028
18,1437232619000,49.45015645,8.89788479
19,1437232630000,49.45015332,8.89787974
20,1437232641000,49.45015355,8.89788175
21,1437232651000,49.45015304,8.89787368
22,1437232662000,49.450152,8.8978754
23,1437232672000,49.4501554,8.89787907
24,1437232683000,49.45016015,8.89788256
25,1437232693000,49.45015677,8.89788143
26,1437232704000,49.45015901,8.89787929
27,1437232714000,49.45016111,8.89787798
28,1437232717827,49.4479383,8.8956709
29,1437232735000,49.45016161,8.89787573
30,1437232747000,49.45016086,8.89787578
31,1437232757000,49.45016039,8.89788328
32,1437232767000,49.4501577,8.89788394
33,1437232778000,49.45015573,8.8978847
34,1437232788000,49.45015529,8.89788093
35,1437232798000,49.45015448,8.8978815
36,1437232808000,49.45015555,8.89788151
37,1437232818000,49.45015145,8.8978764
38,1437232829000,49.45015153,8.89787331
39,1437232840000,49.45015056,8.89787109
40,1437232850000,49.45015297,8.89787317
41,1437232861000,49.45015621,8.89787141
42,1437232871000,49.45015623,8.89786989
43,1437232882000,49.45015938,8.8978694
44,1437232892000,49.45016507,8.89786886
45,1437232904000,49.45016364,8.89786178
46,1437232913000,49.4501655,8.89785805
47,1437232924000,49.4501663,8.89785519
48,1437232934000,49.45016702,8.89785542
49,1437232945000,49.45016761,8.89786012
50,1437232956000,49.45016861,8.89786076
51,1437232966000,49.45017002,8.89785728
52,1437232977000,49.45017103,8.8978574
53,1437232988000,49.4501734,8.89786419
54,1437232997000,49.45017231,8.89786262
55,1437233008000,49.45017226,8.89786164
56,1437233018000,49.45017308,8.89785959
57,1437233029000,49.45017628,8.89786183
58,1437233039000,49.45017685,8.89786178
59,1437233050000,49.45017811,8.89786048
60,1437233060000,49.45017812,8.89785792
