id,attr_time,attr_db
1,1437152993079,37.5257179258702
2,1437152993817,39.5029668487032
3,1437152994544,26.76071836553
4,1437152995218,35.0236399604427
5,1437152995932,39.1044298011434
6,1437152996669,40.7222015919055
7,1437152997436,30.9286882430637
8,1437152998136,47.4355176320806
9,1437152998856,46.3942000942556
10,1437152999638,37.2857478038264
11,1437153000377,19.0469494264622
12,1437153001119,47.4980030818037
13,1437153001805,38.3044240881807
14,1437153002428,35.6129620936482
15,1437153003142,38.4487231774208
16,1437153003881,27.9213454589935
17,1437153004649,60.961380308229
18,1437153005253,39.2396582408984
19,1437153005950,69.1600367296318
20,1437153006672,71.7655720966506
21,1437153007411,72.7556888543623
22,1437153008138,73.6014097120681
23,1437153010059,79.4224533438421
24,1437153010722,70.3282507951946
25,1437153011452,58.5995494147013
26,1437153012181,73.7628504473348
27,1437153012908,73.8074179873041
28,1437153013645,74.9003787873196
29,1437153014380,76.7242886484123
30,1437153015096,75.8349715234522
31,1437153015764,77.4162471712814
32,1437153016434,70.1917885747864
33,1437153017161,71.7859822872575
34,1437153017880,71.0341534652061
35,1437153018637,77.4843210976091
36,1437153019351,77.1171204163132
37,1437153020055,77.9893100965668
38,1437153020781,76.4524116742392
39,1437153021537,74.6309726597497
40,1437153022254,70.216176534646
41,1437153023885,71.0769862986946
42,1437153024614,69.945795728253
43,1437153025316,65.9020208480709
44,1437153025920,62.9723524245216
45,1437153026625,70.3872912826199
46,1437153027393,67.4112421066717
47,1437153028114,66.1368744263602
48,1437153028845,70.5094773919216
49,1437153029588,66.6917991341851
50,1437153030395,63.7557097076643
51,1437153030989,64.6827209787093
52,1437153031674,70.2132691020094
53,1437153032427,63.4434422344916
54,1437153033149,62.8038862443665
55,1437153033882,62.3917792603222
56,1437153034620,59.7120054035357
57,1437153035332,59.8821657047545
58,1437153036013,59.424647406765
59,1437153036637,70.1277284603409
60,1437153037438,61.4410320355853
61,1437153038158,62.7920537570525
62,1437153038898,65.6386700645549
63,1437153039639,70.4959044593525
64,1437153040390,70.2556154332611
65,1437153041095,69.7908283154736
66,1437153041820,71.2039927409458
67,1437153042571,71.3013283309564
68,1437153043317,64.6421394420667
69,1437153044059,74.560545811602
70,1437153044779,77.5171410825557
71,1437153045575,65.5085755569467
72,1437153047059,69.6895058419071
73,1437153047783,68.5850068076908
74,1437153048488,70.9496405643973
75,1437153049225,62.7074164187451
76,1437153049957,57.2110779357637
77,1437153050686,58.576847337339
78,1437153051466,67.8681218654129
